805,"Next goal scorer, including own goal"
806,"Player to score, including overtime"
807,Next goal scorer and 1x2
808,Anytime goal scorer and 1x2
809,Next goal scorer and correct score
810,Anytime goal scorer and correct score
811,Player to score 2+
812,Player to score 3+
813,Next goal scorer - home team
814,Next goal scorer - away team
815,Total [total] goals in 1 minute interval [from]-[to]
816,Total [total] corners in 1 minute interval [from]-[to]
817,Total [total] bookings in 1 minute interval [from]-[to]
818,Total [total] offsides in 1 minute interval [from]-[to]
819,Total [total] penalties awarded in 1 minute interval [from]-[to]
820,Which player will win the tiebreak
821,Correct score in tennis tiebreak
822,Over/under [total] number of points in tiebreak of set [setNr]
823,Next scoring type
824,Exact number of goals (AAMS)
825,Overtime - correct score
826,halftime/fulltime
827,[touchdownNr!] touchdown scorer (incl. overtime)
828,Total sets
829,Anytime goalscorer
830,Player to score a point
831,[!quarternr] quarter - race to [pointnr] points
832,race to [pointnr] points
833,Next Score Kind
834,Next Score Kind Home
835,Next Score Kind Away
836,"Any team scoring type xth point, including overtime"
837,Result of [pitchnr!] pitch
838,Hit on [pitchnr!] pitch
